#BOF|2021.04.23|19:00:02
#SYM|CUR|NAME|CON|ISIN|REBATERATE|FEERATE|AVAILABLE|
KWHIY|USD|KAWASAKI HEAVY INDS-SP ADR|75220628|XXXXXXX92014|-16.3911|16.4511|100|
KWKAQ|USD|QUICKSILVER RESOURCES INC|6604969|XXXXXXXR1041|-13.8901|13.9501|350000|
KWR|USD|QUAKER CHEMICAL CORP|2009860|XXXXXXX61070|-0.1900|0.2500|300000|
KWT|USD|ISHARES MSCI KUWAIT ETF|443408548|XXXXXXXE8176|-0.1900|0.2500|300|
KXI|USD|ISHARES GLOBAL CONSUMER STAP|40784274|XXXXXXX87370|-2.5318|2.5918|60000|
KXIN|USD|KAIXIN AUTO HOLDINGS|364002856|KYG5223X1007|-37.5086|37.5686|1100000|
KYMR|USD|KYMERA THERAPEUTICS INC|441337440|XXXXXXX51044|-0.9210|0.9810|50000|
KYN|USD|KAYNE ANDERSON ENERGY INFRAS|31250966|XXXXXXX61066|-6.6714|6.7314|1400000|
KYNC|USD|KYN CAPITAL GROUP INC|189797380|XXXXXXX11013|-0.8325|0.8925|>10000000|
KYOCY|USD|KYOCERA CORP -SPONS ADR|8986|XXXXXXX62037|-10.9136|10.9736|500000|
KZIA|USD|KAZIA THERAPEUTICS LTD|297486459|XXXXXXXG1058|-101.3585|101.4185|250000|
KZR|USD|KEZAR LIFE SCIENCES INC|322592375|XXXXXXXL1008|-0.3881|0.4481|250000|
L|USD|LOEWS CORP|9252|XXXXXXX41086|-0.1900|0.2500|6800000|
LAAB|USD|STARTECH LABS INC|374724594|XXXXXXXL1035|-6.3663|6.4263|3000|
LAACZ|USD|LAACO LTD-UNITS OF LTD PRTNS|79758024|XXXXXXX61068|-0.1900|0.2500|8|
LABD|USD|DRX DLY S&amp;P BIOTECH BEAR 3X|436977848|XXXXXXXG7161|-5.9956|6.0556|4000|
LABP|USD|LANDOS BIOPHARMA INC|469347765|XXXXXXX91021|-8.0951|8.1551|80000|
LABU|USD|DRX DLY S&amp;P BIOTECH BULL 3X|225312863|XXXXXXXK3234|-2.3408|2.4008|350000|
LAC|USD|LITHIUM AMERICAS CORP|295297501|CA53680Q2071|-1.7274|1.7874|850000|
LACQ|USD|LEISURE ACQUISITION CORP|301031603|XXXXXXXT1079|-24.1816|24.2416|2000|
LACQU|USD|LEISURE ACQUISITION CORP|298284850|XXXXXXXT2069|-1.3132|1.3732|700|
LAD|USD|LITHIA MOTORS INC-CL A|6608116|XXXXXXX71034|-0.1900|0.2500|700000|
LADFF|USD|NEW CAROLIN GOLD CORP|302835625|CA6432532068|-0.8584|0.9184|10000|
LADR|USD|LADDER CAPITAL CORP-REIT|143731062|XXXXXXX31042|-0.3590|0.4190|2500000|
LAIX|USD|LAIX INC - ADR|334192874|XXXXXXXW1053|-83.8041|83.8641|800000|
LAKE|USD|LAKELAND INDUSTRIES INC|271092|XXXXXXX51062|-1.1804|1.2404|550000|
LAMR|USD|LAMAR ADVERTISING CO-A|174076715|XXXXXXX61099|-0.1900|0.2500|2400000|
LANC|USD|LANCASTER COLONY CORP|271099|XXXXXXX71033|-0.1900|0.2500|650000|
LAND|USD|GLADSTONE LAND CORP|121560173|XXXXXXX91010|-0.3590|0.4190|200000|
LANDM|USD|GLADSTONE LAND CORP|465348848|XXXXXXX95078|-27.2056|27.2656|3000|
LANDO|USD|GLADSTONE LAND CORP|450862191|XXXXXXX93099|-147.1904|147.2504|3000|
LARK|USD|LANDMARK BANCORP INC|4814131|XXXXXXXL1070|-2.1448|2.2048|2000|
LASR|USD|NLIGHT INC|315776201|XXXXXXXK1007|-0.3590|0.4190|850000|
LATN|USD|UNION ACQUISITION CORP II|394964431|KYG9402Q1001|-1.3722|1.4322|45000|
LAUR|USD|LAUREATE EDUCATION INC-A|264485686|XXXXXXX32032|-0.3590|0.4190|4600000|
LAWS|USD|LAWSON PRODUCTS INC|271109|XXXXXXX61058|-0.4577|0.5177|450000|
LAZ|USD|LAZARD LTD-CL A|34496019|BMG540501027|-0.1949|0.2549|100000|
LAZR|USD|LUMINAR TECHNOLOGIES INC|458525711|XXXXXXX41051|-8.0526|8.1126|50000|
LAZY|USD|LAZYDAYS HOLDINGS INC|310624804|XXXXXXXH1005|-0.4024|0.4624|250000|
LB|USD|L BRANDS INC|125005718|XXXXXXX71046|-0.1900|0.2500|4300000|
LBAI|USD|LAKELAND BANCORP INC|14487955|XXXXXXX71007|-0.1900|0.2500|3600000|
LBAS|USD|LOCATION BASED TECHNOLOGIES|46915708|XXXXXXX31053|-1.0749|1.1349|100000|
LBAY|USD|LEATHERBACK LONG-SHORT ALT Y|455616426|XXXXXXX48502|-0.8867|0.9467|600|
LBC|USD|LUTHER BURBANK CORP|298932575|XXXXXXX01073|-0.4131|0.4731|550000|
LBJ|USD|DIREXION DAILY LATIN AMERICA|411151519|XXXXXXXE2735|-17.8688|17.9288|1000|
LBLCF|USD|LOBLAW COMPANIES LTD|75218920|CA5394811015|-0.2113|0.2713|900000|
LBLTF|USD|LATTICE BIOLOGICS LTD|262368398|CA5184101056|-2.8135|2.8735|3000|
LBPH|USD|LONGBOARD PHARMACEUTICALS IN|476397268|XXXXXXXN1037|-3.5930|3.6530|10000|
LBPS|USD|4D PHARMA PLC-ADR|478440527|XXXXXXXK1097|-5.5415|5.6015|350000|
LBRDA|USD|LIBERTY BROADBAND-A|172185594|XXXXXXX71071|-0.1900|0.2500|400000|
LBRDB|USD|LIBERTY BROADBAND B-|172743681|XXXXXXX72061|-5.5659|5.6259|1000|
LBRDK|USD|LIBERTY BROADBAND-C|172185589|XXXXXXX73051|-0.1900|0.2500|3100000|
LBRDP|USD|LIBERTY BROADBAND CORP PREFERRED SER A|461913632|XXXXXXX75031|-12.9595|13.0195|95000|
LBRT|USD|LIBERTY OILFIELD SERVICES -A|302202060|XXXXXXXL1044|-0.5187|0.5787|2700000|
LBSR|USD|LIBERTY STAR URANIUM &amp; METAL|473481012|XXXXXXXT3059|-1.4008|1.4608|8000|
LBTE|USD|LIBERATE TECHNOLOGIES|75216065|XXXXXXX92042|-0.1900|0.2500|600|
LBTI|USD|LITHIUM &amp; BORON TECHNOLOGY I|389037013|XXXXXXXL1098|-15.1218|15.1818|20000|
LBTYA|USD|LIBERTY GLOBAL PLC-A|129050290|GB00B8W67662|-0.3211|0.3811|2600000|
LBTYB|USD|LIBERTY GLOBAL PLC-B|129050295|GB00B8W67779|-1.6039|1.6639|1000|
LBTYK|USD|LIBERTY GLOBAL PLC- C|129050281|GB00B8W67B19|-0.3590|0.4190|7300000|
LBUY|USD|LEAFBUYER TECHNOLOGIES INC|277861263|XXXXXXXH1005|-2.4692|2.5292|100000|
LBYE|USD|LIBERTY ENERGY CORP|51766280|XXXXXXXE1055|-2.1185|2.1785|250000|
LC|USD|LENDINGCLUB CORP|373514246|XXXXXXXA2087|-0.3280|0.3880|3200000|
LCAAU|USD|L CATTERTON ASIA ACQUISITION|476070893|KYG5346G1091|-1.2484|1.3084|600000|
LCAHU|USD|LANDCADIA HOLDINGS IV INC|478810876|XXXXXXXA2033|-10.9677|11.0277|150000|
LCAP|USD|LIONHEART ACQUISITION CORP-A|449741504|XXXXXXXR1041|-1.0229|1.0829|250000|
LCAPU|USD|LIONHEART ACQUISITION CORP|439699656|XXXXXXXR2031|-0.7878|0.8478|7000|
LCDX|USD|CALIBER IMAGING &amp; DIAGNOSTIC|442368754|XXXXXXXC1053|-140.4781|140.5381|45000|
LCG|USD|STERLING CAPITAL FOCUS EQUIT|442113682|XXXXXXXH3856|-5.8257|5.8857|1000|
LCI|USD|LANNETT CO INC|15354309|XXXXXXX21019|-1.2250|1.2850|800000|
LCII|USD|LCI INDUSTRIES|260424621|XXXXXXXK1034|-0.1900|0.2500|1200000|
LCLP|USD|LIFE CLIPS INC|215281272|XXXXXXXD1072|-0.5857|0.6457|9200000|
LCNB|USD|LCNB CORPORATION|30213266|XXXXXXXP1003|-0.1900|0.2500|400000|
LCTC|USD|LIFELOC TECHNOLOGIES INC|100341306|XXXXXXXY2072|-1.0620|1.1220|1000|
LCTU|USD|BLACKROCK US CARBON TR READ|480746347|XXXXXXXC5094|-1.4956|1.5556|1000|
LCTX|USD|LINEAGE CELL THERAPEUTICS IN|376699094|XXXXXXXP1093|-1.0717|1.1317|1000000|
LCUT|USD|LIFETIME BRANDS INC|271138|XXXXXXXQ1031|-0.1900|0.2500|1200000|
LCY|USD|LANDCADIA HOLDINGS III INC-A|457630868|XXXXXXXH1005|-2.1549|2.2149|100000|
LCYAU|USD|LANDCADIA HOLDINGS III INC|449345923|XXXXXXXH2094|-0.2913|0.3513|35000|
LDDAF|USD|LIDA RESOURCES INC|440649358|CA5317061094|-0.6322|0.6922|5000|
LDEM|USD|ISHARES ESG MSCI EM LEADERS|403103964|XXXXXXXE6014|-12.1073|12.1673|800|
LDHAU|USD|LDH GROWTH CORP I|477167061|KYG540941187|-10.9677|11.0277|80000|
LDI|USD|LOANDEPOT INC -CLASS A|469015102|XXXXXXXR1068|-5.7446|5.8046|100000|
LDL|USD|LYDALL INC|9058|XXXXXXX91062|-0.3142|0.3742|2000000|
LDOS|USD|LEIDOS HOLDINGS INC|134280621|XXXXXXX71028|-0.1900|0.2500|4500000|
LDP|USD|COHEN &amp; STEERS LIMITED DURAT|111323123|XXXXXXXC1053|-12.7045|12.7645|75000|
LDRS|USD|INNOVATOR IBD ETF LEADERS ET|300572000|XXXXXXXC2017|-2.6723|2.7323|500|
LDSF|USD|FIRST TR LOW DURATION ST-ETF|348593570|XXXXXXXF8703|-5.1491|5.2091|900|
LDUR|USD|PIMCO ENHANCED LOW DURATION|142896452|XXXXXXXR7180|-3.9313|3.9913|35000|
LE|USD|LANDS' END INC|146445452|XXXXXXXF1057|-0.3626|0.4226|1000000|
LEA|USD|LEAR CORP|70152668|XXXXXXX52049|-0.1900|0.2500|2300000|
LEAF|USD|LEAF GROUP LTD|253914860|XXXXXXXG1022|-0.3579|0.4179|650000|
LEAP|USD|RIBBIT LEAP LTD - CLASS A|452066199|KYG7552B1059|-2.3956|2.4556|1100000|
LEAP U|USD|RIBBIT LEAP LTD|444674989|KYG7552B1216|-1.1600|1.2200|10000|
LEAS|USD|STRATEGIC ASSET LEASING INC|173429572|XXXXXXXP1066|-0.1900|0.2500|400|
LEAT|USD|LEATT CORP|114850050|XXXXXXX22085|-1.9853|2.0453|20000|
LECO|USD|LINCOLN ELECTRIC HOLDINGS|4814179|XXXXXXX01068|-0.1900|0.2500|1300000|
LEDS|USD|SEMILEDS CORP-TW|229652211|XXXXXXX52040|-10.6971|10.7571|55000|
LEE|USD|LEE ENTERPRISES|474517455|XXXXXXX84064|-0.3543|0.4143|60000|
LEG|USD|LEGGETT &amp; PLATT INC|9081|XXXXXXX01075|-0.1900|0.2500|2700000|
LEGAU|USD|LEAD EDGE GROWTH OPPORTUNITI|478483348|KYG540851246|-4.1773|4.2373|1000|
LEGH|USD|LEGACY HOUSING CORP|345828545|XXXXXXXM1018|-0.3590|0.4190|100000|
LEGN|USD|LEGEND BIOTECH CORP-ADR|425569443|XXXXXXXG1022|-1.5966|1.6566|150000|
LEGO|USD|LEGATO MERGER CORP|474820893|XXXXXXXX1063|-0.7305|0.7905|550000|
LEGOU|USD|LEGATO MERGER CORP|452380730|XXXXXXXX2053|-1.1600|1.2200|65000|
LEHKQ|USD|LEHMAN BRO HLDGS CAP TST III 6.375%|18313623|XXXXXXXY2090|-0.8964|0.9564|15000|
LEHLQ|USD|LEHMAN BROTHERS HLDGS CAPITAL TRUST IV, 6.375% PFD SECURITIE|26777811|XXXXXXXB2060|-0.6571|0.7171|55000|
LEHNQ|USD|LEHMAN BRTHRS HLDGS CPTL TRUST VI, 6.24% PFD SECURITI|33452334|XXXXXXXX2080|-0.8325|0.8925|15000|
LEJU|USD|LEJU HOLDINGS LTD-ADR|148718845|XXXXXXXJ1088|-12.3426|12.4026|100000|
LEMB|USD|ISHARES JP MORGAN EM LOCAL C|96079917|XXXXXXX65178|-2.6562|2.7162|10000|
LEMIF|USD|LEADING EDGE MATERIALS CORP|247291998|CA52171T1003|-1.8067|1.8667|80000|
LEN|USD|LENNAR CORP-A|9091|XXXXXXX71048|-0.2300|0.2900|6800000|
LEN B|USD|LENNAR CORP - B SHS|17722625|XXXXXXX73028|-0.6567|0.7167|350000|
LEND|USD|AMPLIFY C-B ONLINE LN DIG BA|365328954|XXXXXXX88629|-1.7662|1.8262|100|
LEO|USD|BNYM STRAT MUNI|367504875|XXXXXXXW1080|-1.2709|1.3309|60000|
LESL|USD|LESLIE'S INC|452380743|XXXXXXX41096|-0.4131|0.4731|800000|
LEU|USD|CENTRUS ENERGY CORP-CLASS A|168391375|XXXXXXXU1043|-0.3399|0.3999|40000|
LEVI|USD|LEVI STRAUSS &amp; CO- CLASS A|358053635|XXXXXXXR1023|-0.2055|0.2655|900000|
LEVL|USD|LEVEL ONE BANCORP INC|314734934|XXXXXXXD2080|-0.2569|0.3169|25000|
LEXX|USD|LEXARIA BIOSCIENCE CORP|464675647|XXXXXXXN4060|-3.7273|3.7873|15000|
LFAP|USD|LGBTQ LOYALTY HOLDINGS INC|366040170|XXXXXXXK1079|-1.0490|1.1090|1600000|
LFC|USD|CHINA LIFE INSURANCE CO-ADR|27049618|XXXXXXXP1066|-0.7799|0.8399|900000|
LFEQ|USD|VANECK VECTORS LONG-FLAT TRE|291378180|XXXXXXXF1488|-3.0328|3.0928|100|
LFER|USD|LIFE ON EARTH INC|414274965|XXXXXXXT2042|-0.8649|0.9249|25000|
LFGP|USD|LEDYARD FINANCIAL GROUP INC|51045079|XXXXXXX81012|-5.8662|5.9262|10000|
LFLS|USD|LOANS4LESS.COM INC|61450502|XXXXXXXX1046|-0.1900|0.2500|10000|
LFMD|USD|LIFEMD INC|472693173|XXXXXXXB1044|-0.6870|0.7470|1000000|
LFT|USD|LUMENT FINANCE TRUST INC|461454994|XXXXXXXL1089|-1.6309|1.6909|300000|
LFTR|USD|LEFTERIS ACQUISITION CORP -A|460334426|XXXXXXXX1090|-1.1925|1.2525|300000|
LFUS|USD|LITTELFUSE INC|271184|XXXXXXX81045|-0.1900|0.2500|1000000|
LFVN|USD|LIFEVANTAGE CORP|209744748|XXXXXXXK2050|-0.4151|0.4751|400000|
LFXG|USD|LIFE EXCHANGE INC|46021461|XXXXXXXV1089|-0.1900|0.2500|65000|
LGAC|USD|LAZARD GROWTH ACQUISITION CO|479986296|KYG540351031|-0.6837|0.7437|8000|
LGACU|USD|LAZARD GROWTH ACQUISITION CO|470461328|KYG540351296|-0.2273|0.2873|300000|
LGBI|USD|CANNABIZ MOBILE INC|157864116|XXXXXXXA1051|-2.0673|2.1273|1700000|
LGDTF|USD|LIBERTY GOLD CORP|275669837|CA53056H1047|-15.5115|15.5715|150000|
LGF A|USD|LIONS GATE ENTERTAINMENT-A|257389819|CA5359194019|-0.1977|0.2577|1100000|
LGF B|USD|LIONS GATE ENTERTAINMENT-B|257460317|CA5359195008|-0.1900|0.2500|7300000|
LGFRY|USD|LONGFOR GROUP HOLDINGS-ADR|111790130|XXXXXXXR1014|-20.4790|20.5390|100|
LGGNY|USD|LEGAL &amp; GEN GROUP -SPON ADR|75015653|XXXXXXXH1032|-10.6564|10.7164|500000|
LGHL|USD|LION GROUP HOLDING LTD-S ADR|427599010|XXXXXXXU1025|-29.9522|30.0122|350000|
LGI|USD|LAZARD GLOBAL TOT RT &amp; INC|29624593|XXXXXXXW1036|-125.8705|125.9305|35000|
LGIH|USD|LGI HOMES INC|137937808|XXXXXXXT1060|-0.1900|0.2500|900000|
LGIQ|USD|LOGIQ INC|447270163|XXXXXXX01035|-5.8662|5.9262|55000|
LGL|USD|LGL GROUP INC-THE|39864465|XXXXXXXA1088|-0.2757|0.3357|80000|
LGLOF|USD|LINK GLOBAL TECHNOLOGIES INC|418935021|CA5357611006|-77.4102|77.4702|400000|
LGLV|USD|SPDR SSGA US LARGE CAP LOW V|123103552|XXXXXXXR8043|-4.5467|4.6067|5000|
LGND|USD|LIGAND PHARMACEUTICALS|81026179|XXXXXXXK5048|-0.1944|0.2544|500000|
LGO|USD|LARGO RESOURCES LTD|475181651|CA5171036026|-5.4412|5.5012|95000|
LGRDY|USD|LEGRAND SA-UNSP ADR|163540840|XXXXXXX11049|-29.3706|29.4306|100|
LGV U|USD|LONGVIEW ACQUISITION CORP II|477170826|XXXXXXXQ2049|-10.8912|10.9512|550000|
LGVN|USD|LONGEVERON INC|471017154|XXXXXXXL1044|-3.7731|3.8331|90000|
LH|USD|LABORATORY CRP OF AMER HLDGS|661507|XXXXXXXR4092|-0.1900|0.2500|2600000|
LHAA|USD|LERER HIPPEAU ACQUISITION-A|475160281|XXXXXXX91067|-3.0409|3.1009|450000|
LHC|USD|LEO HOLDINGS CORP II-CLASS A|473509892|KYG5463R1020|-0.7169|0.7769|4000|
LHC U|USD|LEO HOLDINGS CORP II|464052257|KYG5463R1103|-0.6188|0.6788|25000|
LHCG|USD|LHC GROUP INC|34496022|XXXXXXXA1079|-0.1900|0.2500|1100000|
LHDX|USD|LUCIRA HEALTH INC|469724325|XXXXXXXU1051|-21.6857|21.7457|100000|
LHHMQ|USD|LEHMAN BRO HLD CP TR V PFD M|29854593|XXXXXXXE2000|-0.5589|0.6189|55000|
LHX|USD|L3HARRIS TECHNOLOGIES INC|371886040|XXXXXXX11095|-0.1900|0.2500|3000000|
LI|USD|LI AUTO INC - ADR|436980133|XXXXXXXM1027|-0.3209|0.3809|>10000000|
LIACF|USD|AMERICAN LITHIUM CORP|287350709|CA0272592092|-18.8240|18.8840|850000|
LICH|USD|LIVECHAIN INC|396292892|XXXXXXXT1016|-1.3186|1.3786|70000|
LIFE|USD|ATYR PHARMA INC|373296363|XXXXXXX02025|-0.8019|0.8619|65000|
LIFZF|USD|LABRADOR IRON ORE ROYALTY CO|115353547|CA5054401073|-0.2452|0.3052|15000|
LIGA|USD|LIG ASSETS INC|86266437|XXXXXXXX1072|-1.2655|1.3255|8000000|
LIHC|USD|LIBERTY INTERNATIONAL HOLDIN|106894241|XXXXXXX51037|-0.2400|0.3000|2000|
LII|USD|LENNOX INTL INC|6608113|XXXXXXX71071|-0.1900|0.2500|500000|
LIII|USD|LEO HOLDINGS III CORP-A|481674173|KYG5463T1085|-1.3603|1.4203|100|
LIII U|USD|LEO HOLDINGS III CORP|474006128|KYG5463T1168|-1.1600|1.2200|200000|
LILA|USD|LIBERTY LATIN AMERIC-CL A|301303331|BMG9001E1021|-0.3611|0.4211|2800000|
LILAK|USD|LIBERTY LATIN AMERIC-CL C|301303327|BMG9001E1286|-0.3708|0.4308|7600000|
LIMAF|USD|LINAMAR CORP|75219375|CA53278L1076|-0.2544|0.3144|15000|
LIN|USD|LINDE PLC|338719530|IE00BZ12WP82|-0.2328|0.2928|>10000000|
LINC|USD|LINCOLN EDUCATIONAL SERVICES|35046585|XXXXXXX51004|-0.5585|0.6185|850000|
LIND|USD|LINDBLAD EXPEDITIONS HOLDING|199488426|XXXXXXX91093|-0.2246|0.2846|800000|
LINK|USD|INTERLINK ELECTRONICS INC|100248135|XXXXXXX13023|-10.2179|10.2779|3000|
LINUF|USD|LINIU TECHNOLOGY GROUP|287429599|KYG549712084|-0.5090|0.5690|400000|
LINX|USD|LINX SA - ADR|372621301|XXXXXXXW1018|-2.7134|2.7734|15000|
LIQT|USD|LIQTECH INTERNATIONAL INC|359788454|XXXXXXXA2015|-1.1546|1.2146|150000|
LISMF|USD|LITHIUM SOUTH DEVELOPMENT CO|452821528|CA53680U1093|-2.7810|2.8410|30000|
LIT|USD|GLOBAL X LITHIUM &amp; BATTERY T|211651695|XXXXXXXY8553|-0.5021|0.5621|550000|
LITB|USD|LIGHT IN THE BOX HOLDING-ADR|128835281|XXXXXXXG1022|-0.7482|0.8082|3700000|
LITE|USD|LUMENTUM HOLDINGS INC|201113895|XXXXXXXU1097|-0.1900|0.2500|850000|
LITH|USD|U.S. LITHIUM CORP|344231284|XXXXXXXE2046|-1.2995|1.3595|10000|
LITOF|USD|FRONTIER LITHIUM INC|455616466|CA35910P1099|-8.7004|8.7604|250000|
LIVC|USD|LIVE CURRENT MEDIA INC|53035437|XXXXXXX11051|-0.8454|0.9054|2000|
LIVE|USD|LIVE VENTURES INC|258047234|XXXXXXX23087|-17.7355|17.7955|35000|
LIVK|USD|LIV CAPITAL ACQUISITION CO-A|399370404|KYG5510C1087|-0.6188|0.6788|100000|
LIVN|USD|LIVANOVA PLC|209755497|GB00BYMT0J19|-0.1900|0.2500|1900000|
LIVX|USD|LIVEXLIVE MEDIA INC|292595140|XXXXXXXL2088|-0.9511|1.0111|45000|
LIXT|USD|LIXTE BIOTECHNOLOGY HOLDINGS|455946264|XXXXXXX92027|-96.9045|96.9645|90000|
LIZI|USD|LIZHI INC|399630488|XXXXXXXL1044|-17.8815|17.9415|1800000|
LJAQ|USD|LIGHTJUMP ACQUISITION CORP|474235980|XXXXXXXM1062|-1.1648|1.2248|25000|
LJAQU|USD|LIGHTJUMP ACQUISITION CORP|463836893|XXXXXXXM2052|-1.1925|1.2525|15000|
LJPC|USD|LA JOLLA PHARMACEUTICAL CO|141891512|XXXXXXX96040|-0.9779|1.0379|650000|
LKAI|USD|LKA GOLD INC|124106229|XXXXXXX21042|-1.4950|1.5550|7000|
LKFN|USD|LAKELAND FINANCIAL CORP|4814278|XXXXXXX61003|-0.1900|0.2500|950000|
LKMNF|USD|LUCKY MINERALS INC|426126834|CA5495464060|-1.4040|1.4640|70000|
LKNCY|USD|LUCKIN COFFEE INC - ADR|365306774|XXXXXXXL1098|-2.3676|2.4276|>10000000|
LKOR|USD|FLEXSHARES CREDIT-SCORED LON|207825358|XXXXXXXL7534|-5.1148|5.1748|200|
LKQ|USD|LKQ CORP|26345312|XXXXXXX92084|-0.1900|0.2500|8900000|
LL|USD|LUMBER LIQUIDATORS HOLDINGS|71340998|XXXXXXXT1079|-0.3590|0.4190|1500000|
LLESY|USD|LENDLEASE GROUP - SPON ADR|43972342|XXXXXXX32054|-2.2934|2.3534|900|
LLIT|USD|LIANLUO SMART LTD-A|451924476|VGG5478K1185|-58.4071|58.4671|450000|
LLKKF|USD|LAKE RESOURCES NL|463627784|AU000000LKE1|-14.0353|14.0953|500000|
LLLI|USD|LAMPERD LESS LETHAL INC|30216628|XXXXXXX51099|-0.8325|0.8925|750000|
LLNW|USD|LIMELIGHT NETWORKS INC|44496663|XXXXXXXM1045|-0.2482|0.3082|3400000|
LLY|USD|ELI LILLY &amp; CO|9160|XXXXXXX71083|-0.1900|0.2500|>10000000|
LMACA|USD|LIBERTY MEDIA ACQUISITION -A|476633369|XXXXXXXL1044|-1.3603|1.4203|150000|
LMACU|USD|LIBERTY MEDIA ACQUISITION CO|467270308|XXXXXXXL2034|-0.9607|1.0207|350000|
LMAO|USD|LMF ACQUISITION OPPORTUNIT-A|477170810|XXXXXXX51008|-0.9219|0.9819|500000|
LMAOU|USD|LMF ACQUISITION OPPORTUNITIE|467746566|XXXXXXX52097|-1.1600|1.2200|70000|
LMAT|USD|LEMAITRE VASCULAR INC|41155395|XXXXXXX82018|-0.3590|0.4190|950000|
LMB|USD|LIMBACH HOLDINGS INC|242774578|XXXXXXXP1057|-6.6781|6.7381|700000|
LMBS|USD|FIRST TRUST LOW DURATION OPP|172854886|XXXXXXXQ2003|-2.4832|2.5432|250000|
LMEFF|USD|LAURION MINERAL EXPLORATION|75216540|CA5193221010|-1.1768|1.2368|15000|
LMFA|USD|LM FUNDING AMERICA INC|337481748|XXXXXXX43051|-51.6338|51.6938|400000|
LMGDF|USD|LUMINA GOLD CORP|332270160|CA55026L3056|-124.5433|124.6033|350000|
LMIBL|USD|LM 5.45 09-15-56 PFD|243186994|XXXXXXX16008|-13.0148|13.0748|10000|
LMND|USD|LEMONADE INC|430625913|XXXXXXXD1072|-0.8597|0.9197|500000|
LMNL|USD|LIMINAL BIOSCIENCES INC|386293569|CA53272L1031|-70.3045|70.3645|200000|
LMNR|USD|LIMONEIRA CO|48916802|XXXXXXX61043|-0.1900|0.2500|800000|
LMNX|USD|LUMINEX CORP|8068089|XXXXXXXE1029|-0.4579|0.5179|2000000|
LMPMY|USD|LEE &amp; MAN PAPER MANU-SP ADR|45161766|XXXXXXX21021|-18.8376|18.8976|300|
LMPX|USD|LMP AUTOMOTIVE HOLDINGS INC|394114071|XXXXXXXP1012|-14.5234|14.5834|150000|
LMRK|USD|LANDMARK INFRASTRUCTURE PART|173710093|XXXXXXXJ1088|-8.0810|8.1410|350000|
LMRKN|USD|LANDMARK INFRASTRUCTURE PARTNERS LP|315533650|XXXXXXXJ4058|-110.4711|110.5311|30000|
LMRKO|USD|LANDMARK INFRASTRUCTURE|245088606|XXXXXXXJ3068|-2.9805|3.0405|20000|
LMRKP|USD|LANDMARK INFRASTRUCTURE|232341529|XXXXXXXJ2078|-12.9081|12.9681|10000|
LMRMF|USD|LOMIKO METALS INC|259025794|CA54163Q4097|-4.1450|4.2050|200000|
LMRXF|USD|LARAMIDE RESOURCES|39992923|CA51669T1012|-34.7840|34.8440|80000|
LMST|USD|LIMESTONE BANCORP INC|322306617|XXXXXXXL1052|-1.2164|1.2764|45000|
LMT|USD|LOCKHEED MARTIN CORP|611191|XXXXXXX01094|-0.2089|0.2689|3300000|
LNC|USD|LINCOLN NATIONAL CORP|9174|XXXXXXX71094|-0.1900|0.2500|5800000|
LND|USD|BRASILAGRO-CIA BRA - SPN ADR|79422543|XXXXXXXB1044|-23.5520|23.6120|30000|
LNDC|USD|LANDEC CORP|4814301|XXXXXXX61046|-0.1900|0.2500|1900000|
LNDT|USD|LIANDI CLEAN TECHNOLOGY INC|74619485|XXXXXXXW1053|-0.1900|0.2500|10000|
LNEGY|USD|LUNDIN ENERGY AB- SP ADR|247475833|XXXXXXXR2004|-62.3670|62.4270|5000|
LNFA|USD|L&amp;F ACQUISITION CORP-IL -A|463841927|KYG537021092|-0.6348|0.6948|150000|
LNFA U|USD|L&amp;F ACQUISITION CORP-IL|455616446|KYG537021258|-1.1600|1.2200|1000|
LNG|USD|CHENIERE ENERGY INC|4728003|XXXXXXXR2085|-0.2077|0.2677|5600000|
LNGLY|USD|LIQUEFIED NATURAL GAS-SP ADR|142184725|XXXXXXXG1094|-14.2261|14.2861|30000|
LNGT|USD|LASER ENERGETICS INC|55903559|XXXXXXXQ1022|-1.4990|1.5590|3100000|
LNN|USD|LINDSAY CORP|271224|XXXXXXX51061|-0.1900|0.2500|350000|
LNSR|USD|LENSAR INC|446220126|XXXXXXXL1089|-0.7471|0.8071|550000|
LNSTY|USD|LONDON STOCK EXCHG-UNSP ADR|211533622|XXXXXXXN1019|-7.9250|7.9850|6000|
LNT|USD|ALLIANT ENERGY CORP|5026984|XXXXXXX21085|-0.1900|0.2500|2100000|
LNTH|USD|LANTHEUS HOLDINGS INC|198250080|XXXXXXX41032|-0.3590|0.4190|2500000|
LNVGY|USD|LENOVO GROUP LTD-ADR|39147089|XXXXXXX01050|-7.5171|7.5771|250000|
LOAN|USD|MANHATTAN BRIDGE CAPITAL INC|52907888|XXXXXXX31065|-7.0612|7.1212|60000|
LOB|USD|LIVE OAK BANCSHARES INC|201113890|XXXXXXXX1054|-0.1900|0.2500|1900000|
LOCMQ|USD|LOCAL CORP|113637618|XXXXXXXW1045|-0.2400|0.3000|100|
LOCO|USD|EL POLLO LOCO HOLDINGS INC|162104095|XXXXXXX31079|-0.2091|0.2691|1700000|
LODE|USD|COMSTOCK MINING INC|393119130|XXXXXXX03003|-9.2386|9.2986|1400000|
LOGC|USD|LOGICBIO THERAPEUTICS INC|337888499|XXXXXXXF1021|-0.6819|0.7419|100000|
